author;comment;likeCount;publishedAt
@kadisankadisan8974;Yang bikin gaduh pecat;0;2025-06-15T10:32:04Z
@ujangkasep9290;Segera pecat Mentri geng Solo  hanya bikin gaduh;0;2025-06-15T10:31:29Z
@zonaberitabaruchannel;Pecat mendagri udah mengusik kedamaian aceh;0;2025-06-15T10:31:17Z
@avatar_1736;Jawa jawa jawa jawa;0;2025-06-15T10:28:14Z
@nafatalia773;Hallahhhhhhh boby boby   Elu emang ngincer pulau itu;0;2025-06-15T10:27:53Z
@rodliyahrodliyah6578;Mau ikut siapa terserah  yg penting rakyatnya yg ada di pulau itu sejahtera;0;2025-06-15T10:27:47Z
@Hardi-h9c;Ngomong nya si boy boy sama dgn mulyono ;;
@triarjuna2059;Mendagri tak ada guna;0;2025-06-15T10:25:23Z
@aniewidya4510;Undang undang lebih tinggi derajatnya dari pada Kepmen ;;
@Hardi-h9c;Saya orang Minang stay Riau  dukung Aceh;0;2025-06-15T10:24:15Z
@herunding861;Jadi TUKANG CEBOK lagi   Ã°Å¸Â¤Â­;0;2025-06-15T10:23:48Z
@Rujakijo;Pecat saja itu mendagri;0;2025-06-15T10:23:06Z
@Joyoboyo-pp5gg;Indonesia kok makin neh ya  satu negri tapi rebutan pulau ;0;2025-06-15T10:22:55Z
@19.muhammadraflysiregar44;Film pahlawan sedang diputar  setelah pahlawan gas sekarang  pahlawan pulau  punya menteri banyak tujuan membantu tapi malah bikin susah  ini menterinya yg gblk atau yg ngangkatnya;0;2025-06-15T10:22:02Z
@khaidirs922;Pecat Mendagri  Gubbobi  fufufafa  buat gaduh IndoÃ°Å¸ËœÂ¢;0;2025-06-15T10:21:59Z
@zahidiabdullah1084;Gara gara mulioono pemimpin yg di orbit oligarki  Kacau semua ;0;2025-06-15T10:21:35Z
@muspardi2072;Benar pak JK Ã°Å¸â€˜ÂÃ°Å¸â€˜Â;0;2025-06-15T10:20:51Z
@UtaLlikumahua;Dh pasti Sumut yg menang;0;2025-06-15T10:20:26Z
@billbroth7732;Beritanya lucu berebut seolah olah pulau tsb tak bertuan sejak th 1956 dan th 1992 secara defacto & de jure sdh jelas 4 pulau tsb milik aceh jadi media dan pihak yg lainpun ga usah mengeluarkan statement sali ng berebut  kembalikan 4pulau tsb kpd yg berhak yaitu aceh;0;2025-06-15T10:19:22Z
@IbunGalaxy-iz7nv;"Ayo aceh jgn diam jgn mau di acak"" mantu";0;2025-06-15T10:18:26Z
@muhammadrosul3358;Gak punya malu si bobby   ;1;2025-06-15T10:18:15Z
@Manuwai123;PahlawanÃ°Å¸â€”Â¿;0;2025-06-15T10:18:01Z
@elyasjonathan7611;4 Pulau itu dicetuskan utk meredahkan Pemakzulan Gibran Ã°Å¸Â¤Â£Ã°Å¸â€˜Ë†;1;2025-06-15T10:15:36Z
@JupriJanur;Pecat Tito;0;2025-06-15T10:15:28Z
@samsasung3985;kami dukung aceh;0;2025-06-15T10:14:53Z
@sikamalakabotslot7592;Jangan salah ambil tindakan ya pak  Ingat ini bukan soal pulau tapi harga diri kami aceh;1;2025-06-15T10:14:42Z
@mariambahafdullah154;seluruh masyarakat indonesia dukung aceh;0;2025-06-15T10:13:28Z
@JupriJanur;Jatim dukung aceh   ;0;2025-06-15T10:12:27Z
@sopianhasan5742;Copot tito carnavian  ;0;2025-06-15T10:12:11Z
@TeukuAuliaPutra.6;Aceh sama indo punya perjanjian dulu  seenaknya injakÃ‚Â² martabat aceh;0;2025-06-15T10:12:01Z
@sahabatcutlem;Masak sih enggak ada kepentingan Mas Mendagri? Lucuuuu atau hmm ;0;2025-06-15T10:11:52Z
@MuhammadNurdin-j5s;Pecat Tito Karnavian dengan sengaja memantik keributan;0;2025-06-15T10:11:17Z
@yugomister7544;Sy org Jawa Timur mendukung Aceh  masyarakat Aceh jng mau melepas pulau Ã°Å¸â€™ÂªÃ°Å¸â€˜Å’Ã°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜Â;0;2025-06-15T10:11:02Z
@gezza3728;Ini Sumut kan menantu nya Mulyono dia kira negara ini mereka bisa atur dari zaman ke zaman TDK pernah ada ke ributan kok dia yg bikin heboh  Ini untuk mengalihkan kasus raja Ampat pulau yg sudah diacak acak Mulyono ;0;2025-06-15T10:10:36Z
@mariambahafdullah154;ayo kita dukung aceh;0;2025-06-15T10:10:29Z
@mariambahafdullah154;rakus amat  msh kurang hartamu   ingat mati harta ga bisa di bawa mati;0;2025-06-15T10:10:11Z
@jawajawir7626;Bobby  Tito  jokowi :  geng solo  pasti sudah ada pesanan aseng ;0;2025-06-15T10:09:22Z
@azwarmudhori7903;Pulau saja di caplok  ;;
@AgusSalim-y6w;Masyarakat sdh tdk bodoh    jgn dibodoh2i hai bobby  kau tamak;1;2025-06-15T10:07:58Z
@ibrahimyusuf-x1k;Apakah anda mau tinggal di surga firdaus      ada syaratnya    beragama islam dg mengucap dua kalimat syahadat   melaksanakan perintahnya allah swt menjauhkan larangannya ;0;2025-06-15T10:07:26Z
@andriowen2376;Dulu Aceh ingin pisah dari RI gak boleh  Kog sekarang Aceh dipecah belah ;0;2025-06-15T10:07:02Z
@MuhYunus-xu2tv;Ini cara licik orangÃ‚Â² yg bwrseketa di pemagak hukum lebih tepat nya untuk menghilangkan isu;0;2025-06-15T10:05:34Z
@tokosby7626;kami dukung aceh;0;2025-06-15T10:05:27Z
@BabahAzkia20;Keluarga solo serakah bener ya  itu menantu jokowi kalo ga ada dukungan tito dan mertua nya ga bakal berani ngaku pulau saerah lain;0;2025-06-15T10:04:41Z
@Ispaini;Mau masuk Aceh atau Sumut itu kan punya Indonesia  nah berarti punya rakyat Indonesia   bagaimana baiknya  asal nggak di jual keluar negeri  hehe;0;2025-06-15T10:03:54Z
@DoyoErna;Kalau saya utk masyarakat Aceh  tetap mendukung mu masak sdh bertahun-tahun sdh menjadi milik wilayah Aceh mau di ambil Sumut apakah Aceh bukan Indonesia ini sangat melukai hati rakyat Aceh dan membuat rakyat Aceh wajar kalau marah jangan mentang-Ã‚Â² jadi pejabat seenaknya sendiri tanpa persetujuan rakyat hidup Indonesia  Ã°Å¸â€™ÂªÃ°Å¸â€™ÂªÃ°Å¸â€™ÂªÃ°Å¸â€™ÂªÃ°Å¸â„¢Â;0;2025-06-15T10:02:47Z
@AlpinnNapit;Sumatera Dukung Aceh merdeka  ;0;2025-06-15T10:02:36Z
@MarzukiMarzuki-v8n;Kembalikan balik pulau atau lepaskan aceh dari Indonesia;0;2025-06-15T10:02:02Z
@ibrahimyusuf-x1k;Wahai saudaraku yg beragama lain selain agama islam bertobatlah masuk agamanya allah agama islam secara kafah dan surga menunggunya ;0;2025-06-15T10:01:40Z
@adnan8745;Selagi jentera2 tak di keluarkan dari pulau itu gak bisa percaya  kapan mereka jalan semula kerja tambang itu ;0;2025-06-15T10:01:26Z
@MarKuat-i1p;Misal antar negara wajar rebutan pulau ini masih satu negara indonesia kan kok ruwet;0;2025-06-15T10:01:19Z
@isemjeneh5961;Berikut versi persentase kekalahan pasangan yang didukung Jokowi di Aceh pada tiap Pilpres:;;
@SofianMS-h9p;saya yakin Pak Prabowo;0;2025-06-15T09:59:58Z
@syifaaleawahyuni;Ada apa dengan menteri prabowo yang satu ini?????;0;2025-06-15T09:59:01Z
@laboratravel349;Kalau tidak ribut ngeles dan menolak fakta    ciri2 mafia2 begini mainannya;0;2025-06-15T09:57:55Z
@habibinasution9997;Tolong copot si Bobby itu;0;2025-06-15T09:56:50Z
@ibrahimyusuf-x1k;Wahai manusia ketahuilah manusia yg tinggal di surga hanya orang  yg beragama islam agama allah swt  sedangkan orang  yg beragama lain semuanya masuk neraka jahanam karena agama buatan manusia bdrtobatlah   ;0;2025-06-15T09:56:33Z
@baskoroyudha4023;Tito lah biang keributan Aceh dan Sumut    ;;
@krzl0547;Jelas km nyuri he bobby;0;2025-06-15T09:54:15Z
@abyhaurapalestine8957;Copot mendagri;0;2025-06-15T09:53:49Z
@sugiyantosr2191;Pak prabowo jangan diubah pak dan janganvtunduk dengan jongosnya jokowi yaitu mendagri  ini gubernur baru yang mau nyaplok pulau wilayah aceh melalui jongos mertuanya tuh   ini mahasiswa juga diam saja tdk ada andilnya apa2;0;2025-06-15T09:53:44Z
@mukhlism4849;Sesuai perjanjian tahun 1956  Batas aceh sampai tanjung pura    ini harus dikembalikan juga  ;0;2025-06-15T09:53:41Z
@sulajisetiawan9311;kami dukung aceh;;
@krzl0547;Kami org jawa dukung aceh merdeka ja drpd di khianat slmanya   ng tega di lihat sm2 islam   mending aceh pisah ja sm Indonesia;0;2025-06-15T09:52:36Z
@abyhaurapalestine8957;Dari masa dulu emg milik aceh;0;2025-06-15T09:50:50Z
@tekdung-h2d;ksempatan Prabowo meninggalkan kasus ijazah menangani iniÃ°Å¸Ëœâ‚¬;0;2025-06-15T09:50:29Z
@basirunabbas4662;Kabinet kalo Mentri2 jadul antek Mulyono masih di pakai akan selalu bikin gaduh  ;0;2025-06-15T09:49:43Z
@faisalriza1317;SEJARAH MEMBUKTIKAN ITU HAK ACEH   ;0;2025-06-15T09:49:11Z
@EkoSetiawan-z4f;Ini mentri cara pikirnya gimana?Ã°Å¸ËœÂ®  apa sebelum buat keputusan tdk melihat/membaca sejarah dan diskusi dg tokoh2 aceh dan sumut;0;2025-06-15T09:48:52Z
@VirgoVip-g8l;tito budi arie dan mentri2 jokowi lainnya mesti di ganti karna ga ada kinerja dan hanya buat sensasi aja;0;2025-06-15T09:48:10Z
@faisalriza1317;ACEH JNGN KENDOR   MAJU TERUS PERTAHANKAN WILAYAH ACEH   TITO HARUS DI PECAT;0;2025-06-15T09:47:37Z
@govierzanetti1737;semoga Atjeh Merdeka dari penjajah keluarga serakah  ;0;2025-06-15T09:46:59Z
@HADI_LUPA_INGATAN;Sumut HAMA mana nih org sumut    hama hama hama;0;2025-06-15T09:46:40Z
@sumiardikarakata561;Aneh bin ajaib Mendagri dlm memutuskan kepemilikan pulau   TAPI ujung2nya membuat RICUH   ini sama dgn menghadu domba rakyat SUMUT dgn ACEH ;;
@scorfith;Nggak dengar ada sengketa  Tiba2 udah pindah aja pulau2 tsb     Ini jelas upaya adu domba   !;0;2025-06-15T09:46:27Z
@Depanteras502;Keliarga mulyono dan kroconya emang dari dulu suka bikin gaduh  suka coba2   setelah gaduh bari di evaluasi dan dibatalkan   kalau rakyat diam ya bakalan di embat   ;0;2025-06-15T09:46:11Z
@RaffaAl-Fatih-l7m;Lawan rakyat aceh;0;2025-06-15T09:45:07Z
@masjoe8293;Malu2in Medan aja kau bob;0;2025-06-15T09:44:31Z
@achmadsanto9420;pulau itu punya aceh dan hak warga aceh;0;2025-06-15T09:42:25Z
@Khoi-v4n;Kalau gk di selesaikan lain cerita itu pasti enak;0;2025-06-15T09:42:22Z
@TheoOfm-c3b;Tito dn kroni2nya in bikin gaduh negara in ;0;2025-06-15T09:41:33Z
@LangitBiru17;Antek Mosad sedang beraksi;0;2025-06-15T09:41:24Z
@Animalsaket;aceh aceh rohigya kasih aja pulau itu untuk jadi milik sumut aceh ga bisa urus;0;2025-06-15T09:41:10Z
@MinarMinarmuklas;kembalikan pulau aceh;0;2025-06-15T09:41:06Z
@trik_bermain_sulap32572;Katanya nelayan Sumut sebahagian menangkap ikan kelautan Aceh dan bagaimana dgn kelautan Aceh dan apakah akan kenak pajak atau bagaimana tanggapan Aceh terhadap nelayan Sumut sebahagian Yg masuk ke Aceh ;;
@entertube6187;Kalau tidak segera di kembalikan pasti tau konsekuensinya;0;2025-06-15T09:40:49Z
@muhammadfauzan672;Jd ngapain juga si si boby ajak kelola pulau bersma ;1;2025-06-15T09:40:21Z
@shabri9637;Batalkan sk mendagri  Selesai masalah;0;2025-06-15T09:39:53Z
@mohdaqikul3224;Pecat tito;0;2025-06-15T09:39:45Z
@zammmk5849;taring tarling no omongi omon;0;2025-06-15T09:39:40Z
@taufikhidayat-sk3vf;TITO KURANG KERJAAN ATAU MAU IKUTAN NAMBANG ?;0;2025-06-15T09:39:20Z
@rezachoirilfahmipanggabean6529;udah nyadar gk ada wewenang? lah jadi ke aceh ngajak kerjasama itu arti nya apa?  ;0;2025-06-15T09:38:15Z
@ferzaflame;Tak ada angin tak ada hujan main rebut pulau aja  lupa aja raja smpat;0;2025-06-15T09:37:51Z
@zaaysszaayss5841;Ulah Cawe - Cawe siapa lagi ini ya?;0;2025-06-15T09:37:51Z
@ariefpurnomo4011;TITO & BOBBY KENA BATUNYA NIH  SALAH PILIH LAWAN  RAKYAT ACEH DILAWAN  MEREKA SIAP JIHAD FISABILILLAH AMAR MAK'RUF NAHI MUNGKAR SAMPAI TITIK DARAH PENGHABISAN  BRAVO RAKYAT ACEH   !!;0;2025-06-15T09:37:11Z
@BejoBintangTuju;"itu punya aceh  jangn ngadi"" dah  bikin"" prkara mulu ";0;2025-06-15T09:35:42Z
@ariefpurnomo4011;TITO BILANG TIDAK PUNYA KEPENTINGAN PRIBADI  PUBLIK CERDAS BERTANYA KENAPA JUGA DIKASIH NYA KE WILAYAH SI BOBBY  BOBBY ITU SIAPANYA JOKOWI BRO  PAHAM KAN ;0;2025-06-15T09:35:29Z
@nurgigi2787;Ambil alih juga soal ijazah palsunya pak;0;2025-06-15T09:35:20Z
@urengidi7959;Jgn sampai rakyat aceh perang seperti di jaman Suharto   Mungkin bpk masih ingat  ;0;2025-06-15T09:34:24Z
@muhammadhanafi9114;Kami dari Jawa Tengah mendukung warga Aceh   Ã¢Å“Å ;3;2025-06-15T09:34:17Z
@urengidi7959;Pak prabowo   Buang semua pengkhianat  kalau tdk Bpk akan di cap rakyat aceh pengkhianat ;0;2025-06-15T09:33:29Z
@keluarga-abdul;Mas boby dah mulai ketularanÃ°Å¸ËœÂ Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£;0;2025-06-15T09:32:54Z
@arifinarifin773;Pulau yang direbut Sumut bukan sengketa tapi sumutlah yang merebut pulau melalui Mendagri karena pulau tersebut adalah milik Aceh seutuhnya;0;2025-06-15T09:32:48Z
@Hunter.212.pemula;W akan merinding jika gubernur aceh pidato jika 4 pulau pindah ke sumut kita 1 komando PERang tanpa diskusi     Ã°Å¸Å½â€°Ã°Å¸Å½â€°Ã°Å¸Å½â€°Ã°Å¸Å½â€°;;
@BobVahn;hidup jkw ! Saya dukung sumut;0;2025-06-15T09:31:59Z
@windariati72;Ini baru benar bukan berebut    Bagus pertahankan jgn sampai jatuh pd org rakus tamak;0;2025-06-15T09:31:28Z
@aldhisatriya2105;Tolong pertahankan sumatra  Ada operasi intelejen bahwa sumatra dibuat untuk lepas dari Indonesia  Ini salah satu langkah mereka ;0;2025-06-15T09:31:18Z
@yuzwanibrahim4264;Pecat saja secepat nya yg buat gaduh rakyat;0;2025-06-15T09:29:37Z
@mahmudakhir5192;Kami warga sumut juga tidak mau  kalau bukan hak kami Ã°Å¸ËœÅ ;;
@basriasan21;Hadiah untuk sumut;0;2025-06-15T09:28:47Z
@suparyati6280;Memalukan Mendagri nya ! Pecat saja Tito !!;0;2025-06-15T09:28:08Z
@shabri9637;Batalkan sk mendagri  Selesaikan masalah;0;2025-06-15T09:27:33Z
@najwatv6352;Kami jawa Tenga benci mulyono dan ternaknya  kami dukung aceh dan gk benci Sumatra karena Sumatra pada dasarnya baik cumn gubernur yg sekrng adalah gg solo;0;2025-06-15T09:26:43Z
@khalikulkul633;Batalkan saja PP mendagri  ;0;2025-06-15T09:26:10Z
@anginrimbaciputat2092;copot Tito karnavian   ;0;2025-06-15T09:24:20Z
@hermansyah860;Setuju copot Mendagri;0;2025-06-15T09:23:51Z
@timeoke1200;Kau bilang aja kau tak mau pulau itu dan suruh Mendagri kebalikan pulau itu  jangan kau ajak kelola bersama  kau urus aja Sumut jalan aja banyak yang rusak;0;2025-06-15T09:22:37Z
@riniambarwati3084;Setingan memang dibuat gaduh nanti seakan2 ada pahlawan kesiangan    logikanya wong yg bikin ribut kabinetnya juga;0;2025-06-15T09:22:28Z
@arulkhairul;Turun kan dan pecat tito;0;2025-06-15T09:22:27Z
@NitaInfinix;Bahasa boby kyak gk ikhlas 4 pulau milik aceh   ada apa sebenarnya  tlong yg sumpatisannya dijawab;0;2025-06-15T09:21:29Z
@syafrizal-y5s;Buang Tito karnavian krn sumber kekisruan mentri digaji Rakyat tp meyengsarakan Rakyat jelas ada jaringan d sini jg kepentingan(geng solo)otaknya Bobby mantu yg mjd jembatannya krn dia gub  Sumut;0;2025-06-15T09:21:14Z
@MuhammadSutopo-q6q;kami dukung aceh;0;2025-06-15T09:19:20Z
@timeoke1200;Kami dari Sumut dukung AcehÃ°Å¸ËœÅ ;0;2025-06-15T09:19:02Z
@rumahpiatu8505;Pejabat warisan muljono memang keren      bisa buat berita besar terus;;
@jeremysrt2648;"Kemendagri(pernyataan ""Bima Arya) """"Kaji Ulang"""" setelah Rakyat Negri ini Marah Besar terhadap Keputusan yg ugal2 tanpa melihat Sejarah awal dan uu yg berlaku  artinya Kemendagri mengabaikan UU  mengelola negara seperti bawa mobil angkot kalau tidak viral berarti Lolos itu barang";0;2025-06-15T09:18:46Z
@SyahrulDental;Jawa timur dukung Aceh husus nya madura;0;2025-06-15T09:18:33Z
@kuncendatarkupa9195;saya orang jawa barat dukung aceh   hidupp aceh   ;0;2025-06-15T09:18:11Z
@PerbincanganPublik;Berawal dari pencaplokan kemudian lanjut menjadi hak milik perorangan  ;;
@signalairdropid2669;HENTIKAN LAWAKAN yang memicu dis integrasi   sapu bersih koloni termul pejabat apapun yang berhubungan;0;2025-06-15T09:13:34Z
@budirajoameh2556;Tito bikin ulah!!;1;2025-06-15T09:12:29Z
@opikassegaf3689;TANPA ACEH INDONESIA GA ADA      ACEH LAH YG MEMBERI MODAL KE NEGARA INI DARI PESAWAT PERTAMA SAMPAI UANG DAN EMAS UNTUK PERJUANGAN  SEKARANG MULYONO GANK MAU NGERAMPOK     BLOOOON KAN;0;2025-06-15T09:12:04Z
@hendrihendri9859;Bukan rebutan tapi mau di rebut atau di ambil alih;0;2025-06-15T09:11:29Z
@wongusil95;jangan main2 dgn warga Aceh yg sdh pengalaman dlm perang ;0;2025-06-15T09:11:27Z
@LAVENDERINDO;Tito  Emng  Cari  Carmukkk  Ganti  Udh;0;2025-06-15T09:11:23Z
@AbdullahhusenNazri;Mentri bikin masalah aja   jika jadi Mentri biar adil untuk rakyat ;0;2025-06-15T09:10:22Z
@adymul5752;Negara mcm Qatar pun akan bangkrut kalau dipegang geng solo ;0;2025-06-15T09:09:24Z
@jefryauliaandika;Hati hati pak  aceh dan indonesia itu berdamai  bukan kalah  belanda saja puluhan tahun ga bisa menaklukkan aceh  dari teuku umar  teuku chik di tiro  teuku nyak arif  teuku muhammad hasan  sultan iskandar muda  cut nyak dhien  cut meutia  panglima polem dan laksamana malahayati  itu semua pahlawan nasional dari aceh yang bahkan anak cucunya masih hidup di aceh  aceh tanah pejuang  sudah banyak aceh mengalah demi negara  jangan di usik lagi kedamaian yang sudah ada;53;2025-06-15T09:08:35Z
@Giono-tl6so;Pecat Tito bikin gaduh    Sama dg boss nya  ;0;2025-06-15T09:08:18Z
@ermansyah6957;Bung jgn kan untuk mengambil  Org jualan dimuka rumahmu aja kau akan marah;0;2025-06-15T09:07:40Z
@MuhammadSutopo-q6q;4 pulau hanya mencari pengalihan isu   agar pokok perkara   luput dri pengamatan rkyat ;0;2025-06-15T09:07:21Z
@AnehBinLucu;Setelah raja ampat kini empat pulau aceh ingin dimiliki keluarga jokowi tuk dikeruk habis dijadikan tambang demi kepentingan pribadi  ;;
@FixNgt;Aceh masih diam bukan takut tp nunggu aba2 dari komando   mudah2an tidak terjadi;0;2025-06-15T09:05:21Z
@Phot4to;Kurang alus   ;0;2025-06-15T09:05:20Z
@raima92;Mendagri mana berani ga dukung mantu pak bos;0;2025-06-15T09:01:54Z
@estudiniatichannel;mendagri nya yg dicopot ;0;2025-06-15T09:01:40Z
@WAROENGKOFFIE;ACEH;0;2025-06-15T09:00:48Z
@budhiismayadi9360;Sebaiknya PS segera mengganti mentri-mentrinya yg hanya jadi beban kabinetnya ;0;2025-06-15T09:00:06Z
@Jamaluddin-lq3cu;KEMBALIKAN ATAU KITA PERANG   JANGANKAN MENDAGRI PEMERINTAHAN PUSAT PUN AKAN KAMI LAWAN JIKA MERENDAHKAN HARKAT DAN MARTABAT ACEH ;0;2025-06-15T08:59:32Z
@NuansaReligi99;Save Aceh  kembalikan pulau ke Aceh  keluarga pak Jokowi aji mumpung  dia mau ngeruk kekayaan dari pulau2 pontesial di Indonesia  contohnya raja Ampat  di keruk abis;1;2025-06-15T08:59:18Z
@ilhamheri7529;Alah kemaruk bin serakah;0;2025-06-15T08:59:09Z
@irawanbenk3177;Kami dari jawabarat sellu dukung aceh  ;0;2025-06-15T08:59:05Z
@FittrotunNada;Kalau wewenang dari pusat  berarti Prabowo yg harus bertanggung jawab   ;0;2025-06-15T08:58:54Z
@paryanablj;salut buat gubernur aceh  berhentikan mendagri Tito dan jangan beri jabatan apapun lagi  non-jobkan ;0;2025-06-15T08:57:31Z
@juragan_737;Diduga Ada yg ngebet nyaplok untuk exploitation sumber daya wkwkw;0;2025-06-15T08:54:41Z
@listyoriniburini8647;Dukung  Aceh   Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤;0;2025-06-15T08:52:55Z
@sungkunonmanalu1007;propinsi manapun yg memiliki sama saja indonesia;0;2025-06-15T08:52:42Z
@zulfadhli2025;org Riau  dkung Aceh spenuhnya;0;2025-06-15T08:52:20Z
@samsurii8650;Pecat Tito habis cerita Lo ga mau ribut merdikakan yg mau merdika jangan dairahnya kaya rakyatnya miskin;0;2025-06-15T08:52:10Z
@imaderaisuparta8729;Saya dukung 4 pulau itu masuk kab sumut krn akan dijual ke cina    ;0;2025-06-15T08:50:15Z
@bangtoba2553;TandaÃ‚Â² Indonesia Bubar  Dimulai Aceh  Sumut  Sumbar  Riau  lampung ;0;2025-06-15T08:49:07Z
@bangtoba2553;Semua ini GaraÃ‚Â² TITO BALAS BUDI Pada lewat mantu JOKOWI;0;2025-06-15T08:47:36Z
@usupdaily;Sangat mendukung aceh kl tidak habis  nanti di jual  tanah / timah nya seperti yg di pimpin bpk nya ;0;2025-06-15T08:47:06Z
@bangtoba2553;pecat Tito;0;2025-06-15T08:45:29Z
@RafaRubber;Suka2 klen aja dinasti mulyono dan antek2nya;0;2025-06-15T08:43:46Z
@musikchannel7369;Kami warga aceh tidak pernah merebut hak orang lain  dan jangan pernah merebuh tanah kami  jika ingin hidup damai tolong saling menghargai  jika ingin konflik senjata lagi kami siap karana kami rela mati demi harga diri aceh;171;2025-06-15T08:43:20Z
@laoderizal666;Kalau berani pecat Mendagri itu baru namanya ambil alih;0;2025-06-15T08:42:51Z
@mudiarefendibengkuluhadir7851;Sudahlah buat gaduh  itu milik Aceh;0;2025-06-15T08:42:03Z
@jamaatulmuslimin7636;Sy orang JAWA yang kerja Di MEDAN mendukung penuh warga ACEH untuk mempertahankan 4 Pulau tsb  ;0;2025-06-15T08:41:48Z
@kateno7307;biar jelas dalam menvuruus ktonya;0;2025-06-15T08:39:48Z
@AyraSirli-t6p;Pak Prabowo ngapain masih pake Bks Mentri Mulyono;0;2025-06-15T08:39:32Z
@raniaraisha8875;Pecat mendagri yg bikin rusuh;0;2025-06-15T08:39:28Z
@amellania7813;Aceh tamak saya bela sumut Ã¢Å“Å ;0;2025-06-15T08:38:58Z
@YusriIjal-o4p;Pecat tito ;0;2025-06-15T08:38:28Z
@robyrawang5037;Benar yg di katakan pak yusuf kalla bahwa sistim hukum lebih tinggi dari pda keputusan mendagri dan di putuskan oleh rapat Helsinki mala sdh ada tapal batas;0;2025-06-15T08:37:11Z
@musikchannel7369;Biarkan kami warga aceh konfilk senjata lagi  bukan karna melanggar negara  tapi kami memilih mati demi mepertahankan tanah kami;6;2025-06-15T08:36:35Z
@abyazwa8810;MARI SELURUH PROPINSI DINEGARA INI KITA SAMA SAMA MEMBELA PROPINSI ACEH UNTUK PERTAHANKAN KEDAULATAN DAERAH NYA  Ã¢ÂÂ¤Ã¢ÂÂ¤;0;2025-06-15T08:35:55Z
@AsumirahIrah;Para bazzer Joko cs mengalihkan kabar berita raja ampat aceh wilayah sensitif  ;0;2025-06-15T08:35:37Z
@yazidalqomari4531;Gue yakin prabowo akan mengembalikan 4 pulau itu ke aceh  kalau tidak  negara akan bergejolak aceh akan kembali ingin merdeka sndri;0;2025-06-15T08:35:17Z
@dfxwsd9573;Malaysia sokong penuh untuk Aceh  ;48;2025-06-15T08:34:51Z
@rikycahya5110;Yg bikin aturan bikin rusuh  buat pengalihan isu kah?;0;2025-06-15T08:34:22Z
@abyazwa8810;KAMI MASYARAKAT PROPINSI RIAU PEKANABARU  SIAP BELA PROPINSI ACEH UNTUK MEMPERTAHANKAN HAK DAERAH NYAÃ¢ÂÂ¤;3;2025-06-15T08:34:07Z
@sapujagad3563;kami dukung aceh;0;2025-06-15T08:34:06Z
@abyazwa8810;SELAGI ITU MASIH KELUARAGA DINASTI YG MEMIMPIN    MAKA APAPUN AKAN DIGARONG DENGAN TDK MENGGUNAKAN AKAL SEHAT  KENAPASIH MASIH SAJA MASYARAKAT  SUMUT MEMILIH  DINASTI YG SUDAH  JELAS HANYA AKAN MENYENGSARAKAN RAKYAT  KALIAN RASAKAN SAJA SEKARANG AKIBATNYA KALIAN SALAH PILIH GUBERNUR ;0;2025-06-15T08:32:32Z
@osayahyayuana6636;Ada apa sih sampai klaim 4 pulau  masih banyak pekerjaan ngurusin rakyat nya;0;2025-06-15T08:30:52Z
@hajisappe2038;Pa Prabowo ingat  sayang nkri atau sayang boby  dan Tito ;0;2025-06-15T08:30:28Z
@ZhafierKhr;Aceh hrus pertahankan hak aceh;0;2025-06-15T08:28:49Z
@ZhafierKhr;Ini skenario akal2an nya penguada;0;2025-06-15T08:28:01Z
@BoyIndra-h1l;Kemarin ribut masalah mutasi Letjen Kunto yg tiba2 dimutasi  skrg buat ribut lagi masalah 4 pulau di Aceh yg mau diambil sumut atas keputusan Tito Karnavian   Pak Prabowo jgn pelihara musuh dlm selimut   nanti malah buat Bapak pusing sendiri;0;2025-06-15T08:27:57Z
@agusjunaedi580;Ayoboby kamu perang dg prof ÃƒÂ ceh berani perang  tanpa ada ijin kenapa kamu mengajak mengolah pulau;0;2025-06-15T08:27:43Z
@adifilarustandi-f5o;"tolong warga aceh prtahankn pulau""2 itu    jawa barat mendukung aceh  STORY NKRI akan  selalu di kebenaran  ";0;2025-06-15T08:26:41Z
@PutraDanar-v7v;Ada boby di sana thu siapa boby   ?;0;2025-06-15T08:26:40Z
@YosiYunita-dc1er;Boby kesel kalo fi bilang mencaplok   tapi anehnya knp fia ingin krlola bersama     ;;
@langkahmumembawaberkah973;Tito oh tito     ke laut ajah deh  ajak boby sekalian   ;0;2025-06-15T08:26:35Z
@BachtiarMuarifin;Bilang tidak mempunyai kepentingan  tapi mempunyai pesanan mulyono   rakyat sudah muak dengan perilaku seperti ini   contoh kasus MK  ;0;2025-06-15T08:25:45Z
@gracialilyaldebaran6058;Seluruh indonesia mrndukung aceh perjuangkan sampai titik darah penghabisan ;0;2025-06-15T08:25:32Z
@yazidalqomari4531;Gue yakin   masyrakat indonesia mndukung aceh;0;2025-06-15T08:25:10Z
@boyadin9214;Jokowi boby Airlangga LBP Bahlil dan tito apa mereka ada kaitannya;0;2025-06-15T08:25:07Z
