author;comment;likeCount;publishedAt
@TigaPandawa-p1t;Parah Aceh udah adem di recokin lgi aja;0;2025-06-15T04:56:03Z
@juragannada1487;Judul nya Ngawur    Kok SENGKETA 4 PULAU  ???    Itu PERAMPOKAN 4 PULAU  ACEH     Sejak th 701 M   Daerah Singkil sdh disebut ACEH SINGKIL    Sampai hari ini tetap wilayah Singkil disebut ACEH SINGKIL        Alasan Si Tito ( Mendagri )  terkait garis wilayah daratan      Kenapa Provinsi Bengkulu tidak dibagi tiga juga   Sebagian masuk Provinsi Jambi    sebagian masuk Sematera Selatan   sebagian masuk Lampung   Kalau terkait garis daratan     ;;
@ASRIANTO-wp3ki;Jangan bawa bawa warga SUMUT karena warga SUMUT tdk terlibat ;0;2025-06-15T04:55:35Z
@Sandie868;Harusnya malu lo pak bobiÃ°Å¸ËœÂ®;0;2025-06-15T04:55:03Z
@ghenevydharsonoleander1905;Aceh itu sendiri sebenarnya sebentar2 sll pengen memisahkan diri dari Indonesia   sy setuju kl itu masuk Sumut   Aceh itu sendiri sistem pemerintahannya ngatur sendiri;0;2025-06-15T04:54:53Z
@TaufikHidayah-h6g;Kau meminta kelola  kemaren sore kau baru lahir cok cok   makanya belajar dulu sejarah baru jd Gubernur  ;0;2025-06-15T04:53:48Z
@teguh234lb7;Ngapain harus dikaji ulang  udah jelas2 si tito itu salah  ;;
@AbdullahMatdoan-p1n;Wahai Bobi jgn coba-coba dengan nyali mantan panglima GAM;0;2025-06-15T04:53:23Z
@RiboetKenArok3649;Saya dukung ATJEH MERDEKA     karena ini (pencaplokan 4 pulau) adalah bentuk penjajahan kpd bangsa Atjeh yang nyata ;;
@AgusFauzan-b9l;Kalou dipaksakan bisa terjadi lagi pemberontakan gam   dan bisa JD Aceh minta pisah dari NKRI   sy yakin pasti akan tumbuh LG pemberontakan   Di aceh;0;2025-06-15T04:53:00Z
@MencariJodoh-l4w;Ditangani pekan depan? Inikan kasus pencurian  pencuri nya ada  barang bukti ada  Bilang aja takut    ;0;2025-06-15T04:52:56Z
@electricmarinesmart4430;Kalau sudah dari dulu 4 pulau punya Aceh jangan di ganggu lagi saya warga Sumut tidak setuju 4 pulau punya Aceh diambil Sumut dan jangan buat Aceh bergejolak kayak seberapa tahun sebelumnya;0;2025-06-15T04:52:56Z
@HusniatiTpd;Peluang Aceh untuk bangkit lebih besar lagi bahkan akan lebih besar lagi dari pada perlawanan GAM dulu bila pulau itu tidak kembali lagi ke Aceh  seluruh rakyat Aceh siap mati demi mempertahankan harga diri;12;2025-06-15T04:52:47Z
@jejeoaoe6417;Aceh dan papua selalu djajah tpi dsaat mereka ingin merdeka di halang2i  apa sih maunya pemda indonesia?  Haaaaah;;
@rajuchanel4027;Bukan rebutan melainkan hak Aceh yang dirampok  Aceh wajib mempertahankan haknya;1;2025-06-15T04:52:36Z
@bigboycreative;COPOT SEMUA GANK SOLO;0;2025-06-15T04:52:22Z
@Syrfdn;Memang tidak kepentigan pribadi  tetapi  balas budi ke jokowi  karna dapat jabatan emput     dasar penjilat2 di negri ini       ;0;2025-06-15T04:52:22Z
@ajubhidiya;pasti ada tujuan yang tidak baik sampai main mengklaim daerah orang;0;2025-06-15T04:52:02Z
@lismermanik5623;Mentri titipan Jokowi selalu bikin gaduh negara kita ini baik Bahlil maupun Tito samasama;0;2025-06-15T04:51:51Z
@riantifitriaannisa1659;Sengketa gimana? Jelas2 punya aceh  paen dipindah2    Kemendagri nya ditegur tuh kalau perlu diganti;0;2025-06-15T04:51:49Z
@ASRIANTO-wp3ki;Gagal raja ampat rampas ampat pulau  Rakus ;0;2025-06-15T04:51:46Z
@sjprostore7386;Maklum mataharinya 2 makanya keputusannya sering ga sinkron;0;2025-06-15T04:51:23Z
@OppoSartono;Ada gula ada sumut ada masinton ada Boby nasution yang menjadi pemicu itu adanya sumber daya alam yang sangat best sebenarnya masinton itu sebagai jubir permasalahan itu sudah terjawab hanya uji coba saja diam libas  buntu runding ;0;2025-06-15T04:51:06Z
@GuruhMahardika-ff1jw;Kau sendiri yg memantik malah nyalahin media   ;;
@munisahdoang4338;Mendagri antek jokowi  Bobrok ;0;2025-06-15T04:50:33Z
@MasAgus-ze8zh;Tolong pak prabowo mesalah ini di putuskan dengan tegas jangan sampai daerah lainnya ikut ikutan mesasah perbatasan semacam iniÃ°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢Â;0;2025-06-15T04:50:24Z
@Satriya4630;Sebenarnya yg bikin gaduh itu para menteri sendiri selalu bikin amarah rakyat rajaampat blm selesai ganti aceh;0;2025-06-15T04:50:12Z
@ekadafa5556;Bukan rebutan woy    tu mmang hak mutlak Aceh ;0;2025-06-15T04:50:09Z
@rudisalam4610;Keputusan sepihak kepentingan ternak Mulyono;0;2025-06-15T04:50:04Z
@ahmadyani7158;"Satu kata "" PECAT MENDAGRI""!!! ";;
@kembarkembar6106;Tito menteribyg menambah pusing PK prabowo;0;2025-06-15T04:49:58Z
@fadilihsan5047;Berarti keputusan pak mendagri Tito yg hrs dipertanyakan ?;0;2025-06-15T04:49:45Z
@NaningHalid-vo8fd;Aceh mantap;9;2025-06-15T04:49:37Z
@anashidayat7499;Kasus gas 3 kg wowo ambil alih skrang 4 pulau ambil alih lgi gaji dan pasilitas negara dari uang rakyat buat para mentri yg gk becus knpa tk segera resufle kbinet yg bermsalah sih wo  kmi rakyat berhaq bersuara karena  kalian wajibkan kami nyoblos saat pemilu ;0;2025-06-15T04:49:06Z
@HanUnited;Nggak ada sengketa  Yg ada RAKUS;0;2025-06-15T04:48:59Z
@AkuSiapa-n9c;Kita akan tau siapa yang terkuat;2;2025-06-15T04:47:57Z
@Arjuna-bc3ji;Tdk rebutan  dlm sejarah kepemilikannya jelas;0;2025-06-15T04:47:54Z
@KangAawi;Jelas takut  presuden mantan kopasus    copot tito dan listyo sgit     kko koar2 jago nya   suara rakyat bidoh nkri;0;2025-06-15T04:47:43Z
@yusriujung;Bukan mangkir besar tapi mangkir Ketek;;
@lifoeitong4786;Aneh  perebutan dalam NKRI    ;0;2025-06-15T04:47:22Z
@coret-coret56;SEENAK SAJA LOO SEMUA PEJABAT NEGARA PUSAT PENYEBAR HOAX FITNAH KEBENCIAN DGN ORANG NANGGROE ACEH DARUSSALAM     ;;
@RobinBintang;pecat tito;0;2025-06-15T04:46:38Z
@cecepmaufur5843;Ganti mentri dan wakilnya biar ga bikin gaduh;0;2025-06-15T04:46:35Z
@BogelJM;Si Bobby lebih baik urus rayap besi dari pada kau urus pulau tak berpenghuni;0;2025-06-15T04:46:24Z
@thantowitowi777;INI KECEROBOHAN YG NG MEMBUAT KEGADUHAN MENGHABISKAN ENERGI MENGHABISKAN UANG NEGARA KENAPA TIDAK DI KAJI SEBELUM RUSUH    GANTI SAJALAH PEJABAT MACAM INI;0;2025-06-15T04:46:04Z
@aangunale1241;Bagi rakyat Aceh pulau itu adl harga diri  bkn masalah mengandung hasil bumi di 4 pulau itu  rakyat Aceh sangat menjunjung harga diri;0;2025-06-15T04:45:23Z
@Kumala-p1j;Kenapa baru sekarang?adakah invstor asing menghadap ke mertua  ya??? ;;
@yulyanElmessie;Menteri Pak Wowo Banyak Aj ulahnya apa lagi Menteri titipan Mulyono ;;
@hasanulfikri5552;Rakyat kita saja mudah tertipu dengan pencitraan untuk  Jadi pemimpin selama ini sudah dirasakan era Jokowi datang pula Gubsu mulai buat kisruh;0;2025-06-15T04:45:15Z
@JainulArif-i5o;Jadi walikota di bantu bpk mertua  jadi gubernur di bantu bapak mertua lagi  tolong belajarlah bekerja dengan baik untuk masyarakat ya bob;0;2025-06-15T04:45:10Z
@mgpondokindah-MGCHV;Bukan sengketa   Itu PENCURIAN yang terstruktur   MK aja bisa di acak2 sama geng oslo;0;2025-06-15T04:45:05Z
@maharesaphotoworks2985;Copotlah;0;2025-06-15T04:44:40Z
@MasAgus-ze8zh;Satu persatu daerah di indo saling perebutan perbatasan apakah ini contoh buat anak cucu kita nantinya sungguh mmalukan Ã°Å¸â„¢ÂÃ°Å¸â„¢Â;2;2025-06-15T04:44:40Z
@AgussSaripudin;Negara konoha selalu ribut selalu gaduh selalu menebar fitnah sana sini   selalu mundur kebelakang itulah negara konoha  ;0;2025-06-15T04:44:19Z
@AbibAliabdulrahman;Bukan rebutan tapi direbut;0;2025-06-15T04:44:18Z
@Baperan.baperan;pulau itu punya aceh dan hak warga aceh;0;2025-06-15T04:44:00Z
@DONAEFENDI-g9w;Kalian semua sama pusat sama2 antek Jokowi  Punya Aceh tetap Aceh   jgn ngajak perang lagi kalian  Mohon jgn kayak Israel   ;0;2025-06-15T04:43:54Z
@coret-coret56;GAK PERLU KAJIAN ULANG HRS SEGERA DIKEMBALIKAN      ;;
@GhoiahmatnurilKilwakit;Mantap Aceh dari maluku mendukung aceh;13;2025-06-15T04:42:47Z
@alimarhali2263;Tolong prabowo penjarakan Mendagri dan boby nasutin kalau sama jokodok prabowo ga brani Ã°Å¸ËœÂ¢;0;2025-06-15T04:42:36Z
@herukosasih6079;Kalau jadi pejabat harusnya  yg bijaksana kalau daerah lain gak mau  ya harus bicara    Mudah untuk seorang pejabat  berkats kembalikan jangan bikin gaduh   Bukan hawa nafsu yg dipakai       Biarkan dikelola daerah lain      Masih banyk wilayah sendiri yg harus di benahi     Itu lah pejabat yg mengerti keadaan situasi dan  kondisi serta sejarah masa lalu    Dan kesepakatan yg telah ditentukan    Bkn bertahan dngan keadaan     Krn ada proyek besar     Hawa nafsu akan membuat kerusakan dimuka bumi;0;2025-06-15T04:42:29Z
@maulanareizafanani4640;tito ternakx joko wer  baby mantux joko wer    ;;
@mahlilalbirru1182;Warga aceh harus mempertahankan tanahnya    jangab sampai kalah sama keluarga Oligarki;0;2025-06-15T04:42:08Z
@piyakin6140;rak yatjawatengah nyimak rajajawa keciljawa;0;2025-06-15T04:42:02Z
@iedhaasyari1989;"Astaghfirullaah    Yaa Allaah     orang"" yg dzolim itu selalu bikin ulah merusak keutuhan nkri  yaa    Allaah segera cabut kekuasaan para penghianat bangsa dg sehina""nya   berikan balasan yg setimpal kpd mereka   Aamiin   yaa   mujibassailiin    Ã°Å¸Â¤Â²Ã°Å¸Å’Â·Ã°Å¸ËœÂ¢";;
@andrewkhu4347;Bobby modus;0;2025-06-15T04:41:35Z
@Asrizal-s6e;masuak kb apa empat pulau itu;0;2025-06-15T04:41:29Z
@FinnochioAziz;Bima arya cari panggung oh bukan  naik panggung hore   ;0;2025-06-15T04:41:24Z
@aanasmara1331;Semua ini pasti ada campur tangan asing wong yo jek sak indonesia mbok yo legowo ;0;2025-06-15T04:41:21Z
@lanangewelas9237;ITU PULAU ADA HARTA KARUN NYA MUNGKIN ADA OKNUM YG BERUSAHA MENGALIHKAN KE WILAYAH MEDAN KEMUNGKINAN MAU DI TAMBANG MULYONO KAYA DI RAJA AMPART KARNA BANYAK VIDIO DI MEDSOS WARGA ACEH MENAMBANG MINYAK DI TENGAH HUTAN KEMUNGKINAN D AREA ITU;0;2025-06-15T04:41:17Z
@laludurasidsh5102;Hadiah dari monyet bufak taipan 9 naga;0;2025-06-15T04:40:51Z
@coret-coret56;TRS MAJUU MELAWAN KEZHOLIMAN DIMUKA BUMI INIÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€™ÂªÃ°Å¸â€™ÂªÃ°Å¸â€™ÂªÃ°Å¸â€™ÂªÃ°Å¸â€™ÂªÃ°Å¸â€™ÂªÃ°Å¸â€™Âª    ;;
@DheaLov-e4y7;Hati hati dengan negara Aceh;25;2025-06-15T04:39:53Z
@SarnataPurwanto;Pecat mendagri dan gubernur nya;0;2025-06-15T04:39:32Z
@EndutAja-u7i;Gue ngak percaya omon2 pasti dr awal dia udah tau;0;2025-06-15T04:38:59Z
@junaedijuna5168;OMON OMON   ;;
@Candrapr-u7;pecat tito & penjarakan menteri perampas wilayah aceh;0;2025-06-15T04:38:09Z
@pangeranurban9931;"Ta ada kepentingan pribadi ? Msh percaya kelian omongan mrk ?! Trus yg kisruh ampe skrg oleh publik spt rempang pagar laot blm lg laen"" ? ";0;2025-06-15T04:38:01Z
@GhoiahmatnurilKilwakit;Kasi ke Aceh kalau mau Aman ini negara;0;2025-06-15T04:37:46Z
@jefridjenkari7487;Narasi profokasi adu domba jangan  sampai terjadi bentrok antar anak bangsa;6;2025-06-15T04:37:39Z
@Leshh._aa;Cpot mendagri;0;2025-06-15T04:37:34Z
@IwanSetiawan-nz3zt;Sama sekali bukan SENGKETA atau REBUTAN  yang terjadi adalah PENCAPLOKAN / ANEKSASI Jangan terkelabui oleh diksi2 menyesatkan yang dilontarkan oleh kaum penjajah ;0;2025-06-15T04:37:31Z
@bagasbagus7412;Mendagri bikin gaduh perlu diganti bukannya menjaga kesatuan nkri justru bikin onar;6;2025-06-15T04:37:24Z
@Pakdulsukri;Pencitraan omon omon;0;2025-06-15T04:37:01Z
@FirmanHaryono;Ternak ya ternak ngomongnya datar datar aja kala7 iya mil8k wilayahmu boboy lu pasti digarap;0;2025-06-15T04:36:57Z
@andraseptian62;Kami orang SUNDA bukan orang JAWA dukung ACEH dlm masalah ini ;328;2025-06-15T04:36:45Z
@piyakin6140;grogoro lagi acehkalah gegerlagi menang bobi kr bobi anakrajajawa ;0;2025-06-15T04:36:44Z
@BungAok-1966;Heran harimau tunduk pada kodok ;0;2025-06-15T04:36:37Z
@ackman7033;HATI2 PAK PRABOWO  MUSUH ANDA BUKAN ASENG2 TAPI DI DALAM YANG MAU MAKAR MEMECAH BELAH NKRI  MAJU TERUS PAK PRABOWO;9;2025-06-15T04:36:31Z
@BasaBasi-k4r;Akibat manusia serakah;0;2025-06-15T04:36:25Z
@dinamixcs5544;Menterinya cuma bisa buat kontroversi dan kegaduhan  Presidennya yang sibuk benarin  Cari pembantu yang bisa kerja dong pak  yang nyusahin bapak pecat aja ;10;2025-06-15T04:36:22Z
@oKToDeGaMA-s5z;Waspada    Ã¢ËœÂÃ¯Â¸Âatas asuhan pendidiakn didaratan bumi akan didaratan itu oleh mahkluk sio mahkluk berkaki dua didaratan itu tntg berilmu pengetahuan Ã°Å¸Å’ÂÃ°Å¸Å’Å½Ã°Å¸Å’Å½ mana baik akan pendidikan berilmu tesbt Ã°Å¸â€˜Ë†Ã°Å¸â€˜Ë†Ã°Å¸Å’Â;0;2025-06-15T04:36:08Z
@BurhanuddinPdg;jelas jelas itu milik aceh;0;2025-06-15T04:36:07Z
@YusranHadysurya;Diambil negara  dikelola negara dan dimanfaatkan utk rakyat  Bukan utk segelintir orang/golongan  ;2;2025-06-15T04:36:02Z
@ElyasPanai;Jangan sampe pura2 diambil alih tapi tetap mengambil hak orang aceh ;4;2025-06-15T04:35:57Z
@PantonLabu-b2d;pecat tito;1;2025-06-15T04:35:49Z
@NaelulizatulJannah;Jabatan cuma kedok Ini mah  terlepas dari itu memperkaya diri sendiri    udah keliatan watak genk sebelah pikirannya cuma duitÃ¢â‚¬Â¦ duit ;0;2025-06-15T04:35:44Z
@MasAgus-ze8zh;Hallow saudara saudara qu di indonesia  kita ini satu nungsa satu bangsa  dan satu ibu pertiwi    ingat itu Ã°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢Â;0;2025-06-15T04:35:27Z
@HelmiSyahrizal;Indonesia sudah haris berhati2 terhadap kerakusan dan ketamakan krononi jokowi;0;2025-06-15T04:35:15Z
@didikputra2;Tindakan nyata sbg pemimpin ditunggu  jangan asal omon-omon yang ga bisa dipertanggungjawabkan;28;2025-06-15T04:35:00Z
@AriefPramono-n7d;Jangan sakiti hati masyarakat Aceh  ;;
@hendrasakti2309;Apakah ini akan jadi modal politik Prabowo di aceh   seolah2 menteri Prabowo mengeluarkan keputusan tentang pulau di aceh   nanti datang lah prabowo sebagai satria yang membela rakyat aceh  melihat kasus galon melon 3 kilo  yang dilakukan Mentri pak prabowo  Akhirnya prabowo yang jadi penengah dan pemenang di hati rakyat   apakah strategi yang sama dilakukan lagi ke rakyat aceh  ;1;2025-06-15T04:34:39Z
@agustomo;Gerak cepat pecat gubernur Sumut danmendagri merusak undang undang;2;2025-06-15T04:34:38Z
@sarpinsiregar3201;Udahlah pak wowo    genk Oslo tu    bikin ruwet    buang Smualah     Ã°Å¸â„¢Â;0;2025-06-15T04:34:31Z
@denimallik8943;Bukan memperebutkan woooy;;
@fatihrohman6008;Sepertinya ini Upeti Tito ke Mulyono   rusak negara ini oleh mereka;0;2025-06-15T04:34:01Z
@ZheaanandaTomyfaris;Skema nyurinya melalui kekuasaan kalian orang orang  yg munafik ;0;2025-06-15T04:33:24Z
@sudirwan9989;Mentri gila main caplok aja daerah orang lain;0;2025-06-15T04:33:22Z
@AbdulSalam-qy6yc;Bw bilang menteri nya hebat 2 semua bahlil bermasah budi ari jundul tito bermasah ya ternak mulyono kesandra kasus ngeri rakus nya;0;2025-06-15T04:32:57Z
@anduncellofficial5866;kami dukung aceh;2;2025-06-15T04:32:53Z
@maulanamul9780;Jabar siap boikot tito dan antek jokowi;1;2025-06-15T04:32:43Z
@jazzaquila;Makanya jangan ribut Israel caplok Gaza  itu terlalu berat untuk indonesia     Indonesia masih level di sengketa masalah internal indonesia antara aceh dan sumatera utara;2;2025-06-15T04:32:39Z
@SipoBoniran;Yang penting untuk menyelesaikan sengketa pulau pak Prabowo panggil kedua belah pihak gubernur Bu Pati untuk di musyawarahkan bersama jangan sampai berlarut larut nanti bisa menimbulkan politik yang tidak baik;1;2025-06-15T04:32:22Z
@agusredmi7046;Aceh kehilangan 4 pulau = Indonesia akan kehilangan aceh di masa yg akan datang;1;2025-06-15T04:32:21Z
@majidsukantara3632;Berarti menterinya tidak berguna karena tidak bisa bekerja secara profesional?;0;2025-06-15T04:32:20Z
@rizalcoveraceh2550;Jangan pernah mengatakan perebutan pulau   kami Aceh mempertahankan pulau itu yang merebut justru Sumatra Utara  berhati-hatilah dalam mengucapkan sesuatu ;59;2025-06-15T04:32:17Z
@sinarlintang6924;Mari kita lihat setegas apa 'macan Asia'    ;5;2025-06-15T04:32:02Z
@JionoWidjiyono;Itu hadiah tito buat kau jadi gubernur sumut  Tito ini apa gak belajar bagaimana menguras tenaga  pikiran  korban jiwa utk kedamaian di tanah aceh ;1;2025-06-15T04:31:38Z
@ikhwandipekalongan8070;Mau selesai semua masalah? Penjarakan jokowi dan komplotannya termasuk tito dan boby ;0;2025-06-15T04:31:12Z
@Glundun963;Menteri dalam negeri GAK mampu menyelesaikan ?;;
@muliaharisnasution4004;Menyetujui pemindahan kewenangan administrasi 4 pulau tanpa persetujuan dari pemegang otoritas yg sah yg punya dasar hukum Undang-Undang   Kepmen dan MA apakah itu bukan mencaplok namanya ? Kalau gak mau disebut mencaplok   ya ditolak aja keputusan Mendagri itu melalui mekanisme yg berlaku demi menjaga supaya situasi tetap kondusif  Kalau suasana sdh gaduh   barulah main cuci tangan dan buang badan cari selamat  ;0;2025-06-15T04:30:55Z
@Hery_92;Copot Tito karena udah bikin gaduh;0;2025-06-15T04:30:51Z
@nurdinismail6273;Mengatasi masalah pulau dalam negeri saja puluhan tahun gak selesai padahal empat pulau milik Aceh ada UU nya 1956 kenapa harus berbelit Belit seperti ini;2;2025-06-15T04:30:42Z
@jhonsaputra4474;Pengalihan isu pemakzulan gibran dengan cara pencaplokan pulau hak aceh di kasih ke sumut sama aja ngadu domba rakyat aceh dengan rakyat sumut sungguh strategi luar biasa biar semua rakyat indonesia fokus ke isu baru ini ;5;2025-06-15T04:30:38Z
@jakfarsodiq7617;Dari awal Geng solo ini selalu buat gaduh d pemerintahan prabowo;11;2025-06-15T04:29:59Z
@AiSuryati-qu1ln;Ooh ada migas ternyata;7;2025-06-15T04:29:53Z
@PosmanSiagian-eq1rh;kembalikan pulau aceh;1;2025-06-15T04:29:46Z
@WarnoJepara;Ganti mendagri dgn Rismon aja;3;2025-06-15T04:29:40Z
@SampeYani-f6l;Ug hsrus dicopot ini mendaqrinya      ini sapa yg pilih bobby  baru tau kn apa keingginannya jokowi  tetap harus ada yg penerus krrakusan keluarga;0;2025-06-15T04:29:06Z
@ismailbinmail2399;Urus korup dlu lah      ;2;2025-06-15T04:29:00Z
@black_and_white10;Adanya masalah di setiap daerah karena bisa jd ada  yg berkepentingan  Setelah ada hasil alam berebut  rakyat Aceh harus pertahankan haknya semoga kedepannya yg duduk di pemerintahan harus  org yg berilmu dgn status pendidikan yg jelas  berakhlak & loyal terhadap rakyat atau sbg aktifis rakyat  Agar tidak semena mena kpd rakyat ;1;2025-06-15T04:28:53Z
@WarnoJepara;Menteri hanya bikin gaduh pecat Tito;0;2025-06-15T04:28:40Z
@Rehansukagamon;Antek Mulyono bikin gaduh lagi;0;2025-06-15T04:28:35Z
@yusufdairi8123;Memeng tdk pke tito bikin gaduh negara    tukang adu domba;0;2025-06-15T04:28:35Z
@herbinsonsitohang3644;Kepada bkp Gubernur Aceh harus bertindak tegas terhadap Gubernur Sumut  Walau saya lahir di Tapteng Sumut namun saya lebih mencintai Aceh sejak 2008 -2025 yg aman damai ;182;2025-06-15T04:28:31Z
@hamzatomia10;Ganti mendagri baru;0;2025-06-15T04:27:55Z
@audiorakyat1888;ini lah ras jokowi kalo tidak di hapus di Indonesia    kacauu terus indonesia ini kalo masih ada kelompok jokowi;1;2025-06-15T04:27:47Z
@nicechef6007;kami dukung aceh;10;2025-06-15T04:27:45Z
@kabar_baru;Ganti Mendagri saja;0;2025-06-15T04:27:45Z
@ilhamsyahputra7878;Yok bobi kita angkat senjataÃ°Å¸â€Â¥Ã°Å¸â€Â¥Ã°Å¸â€Â¥;3;2025-06-15T04:27:42Z
@EndangKusuma-s6g;Astaqfiruloh;;
@mohdyanisridha6783;Ke ingat sejarah masa lalu waktu aceh di khianati sukarno;1;2025-06-15T04:27:05Z
@RiharjoRiharjo-kf9qd;semangat aceh jangan mau di bodoi oleh tito dan boby;5;2025-06-15T04:26:57Z
@Sandy-e1r1j;Kok sengketa ?? Kan selama ini memang masuk  wilayah Aceh   kisruh krn ulah kemendagri ;0;2025-06-15T04:26:57Z
@AiSuryati-qu1ln;Pak Prabowo harus tegas;19;2025-06-15T04:26:47Z
@WarnoJepara;Nyapolk pinjam tangan mendagri;2;2025-06-15T04:26:02Z
@irfansalasi86;trah mulyono meraja lela  setelah rempang  kalimantan  raja ampat kini aceh pun di obok obok;2;2025-06-15T04:25:48Z
@dadsaccount8354;_Ini ketololan apa lagi  ini masih sama2 wilayah NKRI  bukan diambil asing  Gak ad ngaruhnya di penduduk setempat mo masuk aceh atau sumut  tetap aj hidup susah_;1;2025-06-15T04:25:40Z
@marzukimarzuki9380;BAHLUL TENGGELAM TERBITLAH TITO      ;0;2025-06-15T04:25:28Z
@MuhammadErvino;AMBIL ALIH SENGKETA TRUS DI KASIHKAN KE SUMUT       BEGITULAH KIRA KIRA RENCANANYA    ;2;2025-06-15T04:25:23Z
@dianadiana6739;Rakus  tamak  ngurus sumut aj g beres  jalan pada rusak mau  nambah lagi;0;2025-06-15T04:25:01Z
@themesyudiantoro9241;Brarti selama ini blom ada kajian scr menyeluruh  knapa lngsung d eksekusi     mendagri sangatÃ‚Â² ceroboh & bikin kegaduhan aja    Copot aja memdagri nya pak prabowo   ;0;2025-06-15T04:25:01Z
@Kamibahagia27;Bukan rebutan  tapi direbut sama genk solo cs;0;2025-06-15T04:24:56Z
@AlfinaHasanah-q1r;Kalau gubernur tdk ada kepentingan  seharus gubernur sumut menolak pulau2 itu karena pulau itu milik rakyat Aceh;198;2025-06-15T04:24:46Z
@sitirukiahrahayu7043;MILIK ACEH     TITO GADUH;0;2025-06-15T04:24:45Z
@TriOno-q5z;kenapa bisa muncul msl ini    pemodal bermain sepertinya   ;0;2025-06-15T04:24:44Z
@ABDUH-nunu;ACEH MAJU TERUS PANTANG MUNDUR;20;2025-06-15T04:24:39Z
